Waste_Type,Material,Toxicity,Recyclable,Energy_Recovery,City
Paper,Cardboard,Low,Yes,Medium,Jamnagar
Paper,Cardboard,Medium,Yes,Low,Bhavnagar
E-Waste,Battery,Low,Yes,High,Vadodara
Plastic,HDPE,Medium,No,Medium,Bhavnagar
E-Waste,Wires,Low,Yes,Medium,Gandhinagar
Plastic,PET,Medium,No,Low,Ahmedabad
E-Waste,Wires,High,No,Medium,Rajkot
Paper,Cardboard,Medium,No,Medium,Rajkot
E-Waste,Wires,Low,Yes,High,Rajkot
Paper,Newspaper,Medium,Yes,Medium,Vadodara
Metal,Steel,Low,No,High,Vadodara
Paper,Newspaper,Low,No,High,Vadodara
Paper,Office Paper,Medium,No,Medium,Ahmedabad
Paper,Office Paper,Low,Yes,Low,Surat
Metal,Steel,Low,No,Low,Rajkot
Organic,Food Waste,High,No,Low,Rajkot
Metal,Aluminium,Medium,Yes,Low,Gandhinagar
Metal,Steel,Medium,No,Medium,Vadodara
Paper,Office Paper,Low,Yes,High,Surat
E-Waste,Wires,High,Yes,Medium,Jamnagar
Plastic,PVC,Medium,No,High,Surat
Paper,Cardboard,Medium,No,Low,Gandhinagar
E-Waste,Wires,Medium,Yes,Low,Jamnagar
Metal,Iron,High,Yes,High,Ahmedabad
E-Waste,Circuit Board,High,Yes,Low,Rajkot
Plastic,PVC,Low,Yes,High,Gandhinagar
Metal,Steel,Medium,No,Low,Ahmedabad
Organic,Food Waste,Low,No,Medium,Jamnagar
Organic,Food Waste,Low,Yes,High,Surat
E-Waste,Wires,Medium,No,Low,Jamnagar
Plastic,PVC,Low,No,High,Vadodara
Metal,Iron,High,Yes,High,Gandhinagar
Paper,Office Paper,Low,No,Low,Ahmedabad
E-Waste,Battery,Medium,Yes,Low,Jamnagar
Organic,Garden Waste,Medium,No,Low,Gandhinagar
E-Waste,Wires,Low,No,High,Vadodara
Organic,Biodegradable,Low,Yes,Low,Rajkot
Organic,Garden Waste,High,Yes,Medium,Gandhinagar
Metal,Aluminium,Medium,Yes,Medium,Vadodara
Plastic,PET,Low,No,High,Gandhinagar
Plastic,HDPE,Low,No,High,Bhavnagar
Metal,Aluminium,High,No,Low,Rajkot
E-Waste,Battery,High,Yes,High,Jamnagar
Paper,Cardboard,Low,Yes,High,Rajkot
Plastic,PVC,High,Yes,High,Vadodara
Plastic,PVC,High,Yes,Low,Rajkot
Paper,Cardboard,High,No,High,Rajkot
Metal,Iron,Low,No,Low,Gandhinagar
E-Waste,Wires,High,Yes,High,Rajkot
Organic,Biodegradable,Medium,No,High,Surat
Paper,Cardboard,Medium,Yes,High,Ahmedabad
Plastic,PET,Medium,Yes,Low,Surat
Plastic,PET,Medium,No,Low,Bhavnagar
Plastic,PVC,High,Yes,Low,Vadodara
Plastic,PVC,High,Yes,High,Jamnagar
Paper,Office Paper,Medium,Yes,Low,Vadodara
Organic,Biodegradable,Low,Yes,Low,Ahmedabad
Metal,Steel,Low,No,High,Ahmedabad
E-Waste,Wires,Medium,No,Medium,Surat
Plastic,HDPE,Medium,No,Medium,Bhavnagar
Paper,Office Paper,Medium,No,High,Gandhinagar
Paper,Cardboard,Medium,Yes,High,Ahmedabad
Metal,Iron,Low,Yes,High,Ahmedabad
E-Waste,Battery,Medium,No,Medium,Ahmedabad
Organic,Food Waste,High,Yes,Medium,Jamnagar
E-Waste,Battery,Low,No,Medium,Gandhinagar
Plastic,PET,High,Yes,Low,Bhavnagar
Organic,Food Waste,Medium,Yes,Low,Gandhinagar
Paper,Office Paper,High,No,Medium,Rajkot
Organic,Food Waste,Low,No,Medium,Bhavnagar
Paper,Cardboard,Low,Yes,High,Ahmedabad
Metal,Steel,Medium,Yes,Medium,Bhavnagar
Plastic,PET,Medium,Yes,Medium,Rajkot
Paper,Newspaper,Medium,Yes,Low,Gandhinagar
Paper,Office Paper,High,No,Low,Rajkot
Plastic,HDPE,High,No,Medium,Gandhinagar
Metal,Iron,High,Yes,Medium,Surat
Paper,Newspaper,Medium,Yes,Low,Surat
Metal,Iron,High,Yes,Low,Vadodara
Metal,Steel,Medium,Yes,High,Vadodara
E-Waste,Battery,High,No,Low,Bhavnagar
Plastic,PET,Low,No,Low,Gandhinagar
Plastic,HDPE,Low,Yes,Medium,Jamnagar
Paper,Office Paper,Medium,No,Medium,Bhavnagar
E-Waste,Wires,Medium,No,Low,Rajkot
Plastic,PET,Medium,No,Low,Jamnagar
E-Waste,Battery,Medium,Yes,Medium,Surat
Paper,Cardboard,Low,Yes,High,Gandhinagar
Plastic,HDPE,Low,Yes,High,Bhavnagar
E-Waste,Battery,Low,Yes,Low,Rajkot
Organic,Garden Waste,Low,No,Low,Ahmedabad
Organic,Garden Waste,Low,Yes,Medium,Bhavnagar
Organic,Garden Waste,Low,Yes,Low,Rajkot
Organic,Garden Waste,Low,No,Medium,Jamnagar
Metal,Aluminium,High,Yes,Medium,Vadodara
Plastic,HDPE,Medium,Yes,High,Ahmedabad
Organic,Garden Waste,High,Yes,High,Surat
Organic,Food Waste,Low,Yes,High,Jamnagar
Organic,Food Waste,Low,Yes,Low,Jamnagar
Paper,Office Paper,Low,No,Low,Vadodara
Paper,Cardboard,Medium,No,Medium,Bhavnagar
E-Waste,Wires,High,Yes,Low,Jamnagar
Paper,Office Paper,Medium,Yes,High,Rajkot
E-Waste,Battery,Low,Yes,Low,Surat
E-Waste,Circuit Board,Medium,No,Medium,Rajkot
Paper,Newspaper,High,No,Medium,Vadodara
E-Waste,Wires,Low,Yes,Low,Ahmedabad
E-Waste,Wires,Low,Yes,Low,Surat
Plastic,PVC,High,Yes,High,Surat
Organic,Biodegradable,Low,No,Medium,Rajkot
Plastic,PVC,Low,Yes,Low,Vadodara
Metal,Iron,Low,No,High,Rajkot
Plastic,HDPE,Low,No,Low,Bhavnagar
Paper,Newspaper,High,No,High,Jamnagar
E-Waste,Wires,High,No,Low,Jamnagar
Paper,Office Paper,Low,No,Low,Surat
Paper,Office Paper,High,Yes,High,Vadodara
E-Waste,Battery,Medium,Yes,High,Rajkot
Metal,Aluminium,Low,Yes,Low,Surat
Metal,Iron,High,Yes,Low,Jamnagar
Metal,Steel,High,Yes,High,Surat
Plastic,PVC,Low,Yes,High,Ahmedabad
Organic,Garden Waste,High,No,Medium,Bhavnagar
Plastic,PVC,Low,Yes,Low,Bhavnagar
E-Waste,Circuit Board,High,Yes,High,Gandhinagar
E-Waste,Wires,Low,No,Low,Surat
E-Waste,Battery,Low,No,Medium,Vadodara
Plastic,PVC,Medium,No,Low,Bhavnagar
Paper,Cardboard,High,Yes,Medium,Bhavnagar
Metal,Aluminium,High,No,Medium,Surat
Metal,Iron,High,Yes,Medium,Bhavnagar
Organic,Food Waste,High,No,High,Vadodara
Metal,Steel,Medium,Yes,Low,Bhavnagar
Plastic,PET,High,Yes,Medium,Surat
Metal,Aluminium,High,No,High,Gandhinagar
Metal,Aluminium,Medium,Yes,Medium,Rajkot
Paper,Cardboard,Low,Yes,High,Jamnagar
Metal,Iron,High,Yes,High,Ahmedabad
Paper,Newspaper,Medium,No,Low,Gandhinagar
Paper,Office Paper,Low,Yes,Medium,Jamnagar
Plastic,PVC,Low,No,Medium,Bhavnagar
E-Waste,Battery,High,No,Low,Bhavnagar
Metal,Aluminium,Medium,Yes,High,Rajkot
Paper,Office Paper,Low,Yes,Low,Rajkot
Metal,Aluminium,High,Yes,High,Surat
Metal,Aluminium,Low,Yes,Low,Rajkot
Organic,Food Waste,High,Yes,Low,Vadodara
Plastic,PVC,Low,Yes,Medium,Bhavnagar
E-Waste,Circuit Board,High,No,Medium,Ahmedabad
Plastic,PET,Medium,Yes,Medium,Gandhinagar
Plastic,HDPE,Medium,Yes,High,Bhavnagar
E-Waste,Battery,Medium,Yes,Medium,Rajkot
E-Waste,Circuit Board,Medium,No,Low,Rajkot
Organic,Food Waste,Low,No,Low,Vadodara
Paper,Newspaper,Medium,Yes,High,Ahmedabad
Plastic,HDPE,Low,Yes,Low,Surat
Plastic,HDPE,Medium,Yes,Medium,Surat
Plastic,PVC,Low,No,High,Surat
Paper,Office Paper,Medium,No,High,Bhavnagar
Plastic,PET,Low,No,Low,Vadodara
Paper,Office Paper,Low,Yes,Medium,Ahmedabad
Organic,Biodegradable,High,Yes,Low,Surat
Plastic,HDPE,Low,No,Low,Gandhinagar
E-Waste,Wires,Low,Yes,Medium,Rajkot
Metal,Steel,High,Yes,High,Rajkot
Plastic,PET,High,Yes,Low,Surat
E-Waste,Battery,Low,Yes,Low,Surat
Organic,Biodegradable,Low,Yes,High,Gandhinagar
Plastic,PVC,Low,Yes,Medium,Surat
Metal,Aluminium,Medium,No,Medium,Surat
Organic,Biodegradable,Medium,Yes,Low,Bhavnagar
E-Waste,Wires,High,No,High,Jamnagar
Organic,Garden Waste,Medium,Yes,Medium,Gandhinagar
Plastic,PVC,Low,No,Low,Surat
Organic,Garden Waste,Medium,No,Low,Vadodara
E-Waste,Circuit Board,High,Yes,Medium,Ahmedabad
Metal,Aluminium,High,No,Low,Jamnagar
Plastic,PET,High,No,High,Surat
Metal,Steel,High,Yes,High,Ahmedabad
Metal,Aluminium,Medium,No,Low,Rajkot
Metal,Steel,Medium,Yes,Medium,Vadodara
Organic,Garden Waste,High,Yes,Low,Surat
Paper,Cardboard,Low,No,Medium,Jamnagar
Organic,Garden Waste,High,No,Medium,Jamnagar
Paper,Cardboard,Medium,No,High,Vadodara
Paper,Office Paper,Medium,No,Low,Ahmedabad
Paper,Office Paper,Medium,Yes,Medium,Vadodara
Organic,Food Waste,Low,No,High,Ahmedabad
Plastic,PET,Medium,Yes,Medium,Surat
Paper,Cardboard,Medium,No,Low,Ahmedabad
Metal,Aluminium,Low,Yes,Medium,Ahmedabad
Metal,Steel,Low,Yes,Medium,Gandhinagar
Paper,Cardboard,Medium,No,High,Vadodara
Metal,Iron,Medium,Yes,High,Bhavnagar
Organic,Garden Waste,Low,No,Low,Ahmedabad
Organic,Food Waste,High,No,High,Vadodara
Plastic,PET,High,Yes,Low,Vadodara
Organic,Garden Waste,Medium,No,Medium,Ahmedabad
Metal,Iron,Medium,No,Low,Vadodara
E-Waste,Circuit Board,Low,No,Medium,Gandhinagar
Metal,Aluminium,Low,Yes,High,Rajkot
Organic,Biodegradable,Medium,Yes,Medium,Gandhinagar
Plastic,PET,Medium,Yes,Medium,Gandhinagar
Organic,Garden Waste,Medium,Yes,Low,Rajkot
Organic,Garden Waste,Low,Yes,Medium,Ahmedabad
E-Waste,Wires,Low,No,Medium,Jamnagar
Organic,Garden Waste,High,No,High,Bhavnagar
Plastic,HDPE,Low,No,Low,Gandhinagar
Metal,Steel,Medium,Yes,Medium,Rajkot
Organic,Garden Waste,Medium,No,Low,Vadodara
Organic,Biodegradable,Low,No,Medium,Jamnagar
E-Waste,Circuit Board,Medium,No,Low,Vadodara
E-Waste,Circuit Board,High,No,Medium,Rajkot
Metal,Aluminium,Low,No,Medium,Gandhinagar
E-Waste,Circuit Board,Medium,No,High,Gandhinagar
Plastic,HDPE,High,No,Low,Gandhinagar
Organic,Garden Waste,High,Yes,High,Rajkot
Plastic,PVC,High,Yes,High,Ahmedabad
Paper,Office Paper,High,Yes,Medium,Rajkot
Paper,Office Paper,Low,Yes,High,Ahmedabad
E-Waste,Circuit Board,High,Yes,High,Jamnagar
Metal,Iron,Medium,Yes,High,Ahmedabad
Metal,Iron,Medium,Yes,High,Jamnagar
Plastic,PVC,Medium,Yes,High,Bhavnagar
Organic,Garden Waste,Low,No,Medium,Bhavnagar
Plastic,HDPE,Low,Yes,Medium,Surat
E-Waste,Battery,Medium,Yes,Medium,Vadodara
Organic,Food Waste,Medium,Yes,Medium,Bhavnagar
Metal,Aluminium,Low,Yes,High,Rajkot
Organic,Food Waste,Low,Yes,Medium,Vadodara
Plastic,HDPE,Low,No,High,Surat
Organic,Biodegradable,Low,Yes,Medium,Ahmedabad
Paper,Newspaper,Low,No,Medium,Vadodara
Organic,Food Waste,Low,Yes,High,Jamnagar
Metal,Aluminium,Medium,Yes,Medium,Ahmedabad
Organic,Biodegradable,Medium,No,High,Bhavnagar
Paper,Office Paper,Low,Yes,Low,Jamnagar
E-Waste,Circuit Board,High,No,High,Surat
Metal,Steel,Low,No,Medium,Jamnagar
Paper,Cardboard,Low,Yes,High,Jamnagar
Metal,Aluminium,Medium,Yes,Low,Rajkot
Organic,Biodegradable,High,No,High,Bhavnagar
Plastic,PVC,Low,Yes,Low,Surat
Metal,Aluminium,Low,Yes,High,Vadodara
E-Waste,Circuit Board,Medium,Yes,High,Jamnagar
Paper,Office Paper,Medium,No,Medium,Jamnagar
Organic,Biodegradable,High,Yes,High,Jamnagar
Organic,Biodegradable,Low,No,Low,Gandhinagar
Paper,Newspaper,Medium,No,Medium,Surat
Paper,Cardboard,Medium,No,Medium,Gandhinagar
Plastic,PET,High,No,Medium,Surat
Paper,Office Paper,High,Yes,Medium,Gandhinagar
Metal,Aluminium,Medium,Yes,Medium,Vadodara
Organic,Garden Waste,Low,Yes,Medium,Vadodara
Plastic,PVC,Medium,Yes,High,Jamnagar
Organic,Biodegradable,Medium,Yes,High,Vadodara
Organic,Garden Waste,High,No,High,Surat
Paper,Cardboard,Medium,Yes,Medium,Surat
Plastic,HDPE,Medium,Yes,Low,Surat
Plastic,PET,Low,No,Medium,Surat
Plastic,HDPE,High,No,Medium,Vadodara
E-Waste,Wires,Medium,Yes,Medium,Ahmedabad
Plastic,HDPE,Medium,No,Low,Jamnagar
E-Waste,Circuit Board,Low,No,High,Vadodara
Metal,Aluminium,Low,No,Medium,Gandhinagar
Organic,Food Waste,High,Yes,High,Vadodara
Paper,Cardboard,Low,Yes,Medium,Surat
Organic,Garden Waste,Medium,Yes,Low,Ahmedabad
Metal,Aluminium,Low,No,High,Vadodara
Metal,Steel,Low,No,Medium,Surat
Organic,Biodegradable,High,No,Medium,Vadodara
Organic,Biodegradable,High,Yes,Low,Jamnagar
Organic,Food Waste,Low,No,Medium,Surat
Organic,Garden Waste,High,No,Medium,Bhavnagar
E-Waste,Wires,Medium,No,Medium,Surat
Plastic,PET,Medium,No,Medium,Gandhinagar
Organic,Garden Waste,Low,Yes,High,Bhavnagar
Metal,Iron,Medium,Yes,Medium,Surat
Organic,Food Waste,Low,Yes,High,Vadodara
Organic,Garden Waste,Low,Yes,High,Surat
Paper,Cardboard,Low,No,Medium,Rajkot
Metal,Aluminium,High,No,Medium,Gandhinagar
Metal,Iron,Medium,No,Medium,Surat
Organic,Biodegradable,Low,No,Medium,Bhavnagar
Metal,Steel,Low,No,Medium,Vadodara
E-Waste,Wires,Medium,Yes,High,Surat
Paper,Newspaper,Medium,Yes,High,Surat
Plastic,PET,Medium,No,Medium,Ahmedabad
Paper,Office Paper,Medium,No,Low,Jamnagar
Plastic,PVC,Low,Yes,Medium,Jamnagar
Paper,Cardboard,Low,No,High,Gandhinagar
Metal,Iron,Medium,No,Low,Jamnagar
Organic,Food Waste,Low,Yes,Low,Bhavnagar
E-Waste,Battery,Medium,Yes,Medium,Rajkot
Metal,Steel,Low,No,Low,Surat
Paper,Cardboard,Medium,Yes,Low,Ahmedabad
Organic,Biodegradable,High,No,Medium,Vadodara
Organic,Garden Waste,High,No,High,Ahmedabad
Metal,Iron,Low,Yes,Low,Ahmedabad
Organic,Food Waste,High,Yes,Low,Gandhinagar
Paper,Cardboard,Medium,Yes,High,Vadodara
Organic,Biodegradable,High,No,Low,Ahmedabad
Plastic,PVC,Medium,Yes,Low,Gandhinagar
Organic,Garden Waste,Low,Yes,Medium,Vadodara
Paper,Office Paper,Medium,No,Low,Bhavnagar
Paper,Newspaper,Medium,Yes,Low,Gandhinagar
Plastic,PVC,High,No,Medium,Ahmedabad
Paper,Cardboard,Low,No,Low,Ahmedabad
Organic,Garden Waste,Medium,Yes,High,Ahmedabad
Plastic,HDPE,Medium,No,High,Jamnagar
Plastic,PET,Medium,No,Medium,Ahmedabad
Plastic,PVC,High,Yes,Medium,Ahmedabad
E-Waste,Wires,Low,Yes,Medium,Surat
Paper,Newspaper,Medium,No,Low,Surat
E-Waste,Wires,High,Yes,Low,Bhavnagar
Plastic,HDPE,Medium,No,Low,Surat
Paper,Office Paper,Low,Yes,High,Surat
Metal,Aluminium,Low,Yes,Low,Vadodara
Metal,Aluminium,Low,No,Medium,Jamnagar
E-Waste,Wires,High,Yes,Medium,Surat
E-Waste,Circuit Board,Medium,Yes,Medium,Bhavnagar
Metal,Aluminium,High,Yes,Medium,Rajkot
E-Waste,Battery,Medium,No,High,Jamnagar
Paper,Office Paper,Low,Yes,High,Bhavnagar
Organic,Garden Waste,High,Yes,Medium,Gandhinagar
Organic,Biodegradable,High,No,High,Ahmedabad
Organic,Food Waste,Medium,No,Low,Gandhinagar
Metal,Steel,Low,Yes,Low,Vadodara
Paper,Office Paper,Low,Yes,Low,Gandhinagar
Organic,Biodegradable,High,No,Medium,Bhavnagar
Paper,Newspaper,Medium,No,Medium,Rajkot
Paper,Newspaper,High,No,Medium,Bhavnagar
Plastic,PET,Medium,Yes,Medium,Vadodara
Paper,Cardboard,Medium,Yes,Medium,Jamnagar
Plastic,HDPE,High,Yes,Medium,Surat
E-Waste,Wires,Low,No,High,Jamnagar
Paper,Newspaper,High,Yes,Medium,Rajkot
Paper,Newspaper,Medium,Yes,Medium,Rajkot
Metal,Aluminium,Medium,No,Medium,Bhavnagar
Metal,Steel,Low,Yes,Low,Bhavnagar
Organic,Food Waste,Low,Yes,Medium,Rajkot
Metal,Iron,Low,Yes,High,Rajkot
Organic,Garden Waste,Low,No,Medium,Rajkot
Metal,Aluminium,Low,No,Medium,Jamnagar
Metal,Iron,Low,Yes,High,Surat
Organic,Garden Waste,Low,No,High,Rajkot
Plastic,PET,Low,Yes,High,Jamnagar
Plastic,HDPE,Medium,Yes,High,Gandhinagar
E-Waste,Battery,Low,Yes,High,Ahmedabad
Organic,Food Waste,High,Yes,High,Gandhinagar
Plastic,PVC,Low,Yes,High,Ahmedabad
E-Waste,Circuit Board,Low,No,Low,Surat
Organic,Food Waste,High,No,Medium,Rajkot
Metal,Iron,Low,Yes,Medium,Rajkot
E-Waste,Battery,High,No,High,Ahmedabad
E-Waste,Battery,High,Yes,Low,Vadodara
Paper,Newspaper,Low,No,High,Jamnagar
E-Waste,Circuit Board,Low,Yes,Low,Vadodara
Paper,Newspaper,Low,No,Medium,Rajkot
Paper,Newspaper,Low,No,Medium,Ahmedabad
Plastic,HDPE,High,Yes,High,Vadodara
Plastic,PET,Medium,Yes,High,Rajkot
Organic,Biodegradable,Medium,No,High,Jamnagar
Plastic,PET,Low,No,Low,Surat
Organic,Biodegradable,High,No,Medium,Bhavnagar
Plastic,PVC,Medium,No,High,Jamnagar
Organic,Garden Waste,Medium,Yes,Medium,Gandhinagar
Plastic,HDPE,Medium,Yes,Low,Gandhinagar
E-Waste,Wires,Medium,No,High,Bhavnagar
Metal,Aluminium,Medium,Yes,High,Vadodara
Metal,Steel,High,Yes,Low,Rajkot
Metal,Iron,Low,No,High,Gandhinagar
Organic,Biodegradable,High,Yes,Medium,Rajkot
Paper,Newspaper,Medium,Yes,Low,Bhavnagar
E-Waste,Battery,High,No,Low,Rajkot
Metal,Steel,High,No,Low,Rajkot
Organic,Garden Waste,High,Yes,High,Surat
Plastic,PET,Low,Yes,Medium,Bhavnagar
Paper,Office Paper,Low,Yes,Low,Vadodara
Organic,Biodegradable,High,Yes,Low,Gandhinagar
E-Waste,Battery,Medium,Yes,Medium,Surat
E-Waste,Wires,Medium,Yes,Medium,Bhavnagar
Organic,Food Waste,High,No,Medium,Gandhinagar
Paper,Office Paper,High,No,Low,Ahmedabad
Metal,Iron,Medium,Yes,Low,Bhavnagar
Metal,Iron,Medium,No,Low,Bhavnagar
Paper,Newspaper,Medium,Yes,Low,Ahmedabad
Paper,Office Paper,High,Yes,Low,Vadodara
Plastic,PET,High,Yes,Low,Rajkot
Metal,Iron,Medium,No,Low,Gandhinagar
E-Waste,Wires,Low,No,Medium,Vadodara
Organic,Biodegradable,Low,No,High,Surat
E-Waste,Battery,Low,No,Medium,Jamnagar
Plastic,PET,Medium,No,Medium,Gandhinagar
E-Waste,Wires,High,Yes,Medium,Gandhinagar
E-Waste,Battery,High,Yes,Medium,Ahmedabad
Metal,Aluminium,High,No,Medium,Vadodara
Paper,Newspaper,Medium,No,Low,Jamnagar
Paper,Office Paper,Medium,Yes,Medium,Jamnagar
Plastic,PVC,Medium,Yes,Low,Vadodara
E-Waste,Circuit Board,Medium,No,Medium,Vadodara
Plastic,PVC,High,No,High,Bhavnagar
Metal,Steel,Medium,Yes,Medium,Gandhinagar
E-Waste,Battery,High,Yes,Low,Jamnagar
Paper,Office Paper,Low,Yes,Low,Bhavnagar
Metal,Aluminium,Medium,No,Low,Ahmedabad
Organic,Garden Waste,High,No,High,Gandhinagar
Paper,Office Paper,Medium,Yes,High,Surat
E-Waste,Battery,Low,No,High,Ahmedabad
Plastic,PVC,Medium,Yes,Low,Surat
Organic,Garden Waste,Low,No,High,Surat
Metal,Aluminium,Low,Yes,Medium,Bhavnagar
Plastic,PVC,Low,No,Medium,Surat
Metal,Steel,Medium,Yes,High,Vadodara
E-Waste,Circuit Board,Medium,No,High,Jamnagar
Organic,Garden Waste,Medium,No,High,Rajkot
Organic,Biodegradable,Low,No,Medium,Ahmedabad
Organic,Garden Waste,Low,No,Low,Vadodara
Metal,Iron,Low,No,High,Jamnagar
Metal,Iron,Low,Yes,High,Ahmedabad
Organic,Food Waste,Low,No,Low,Gandhinagar
Plastic,PET,Medium,Yes,High,Bhavnagar
E-Waste,Wires,Low,No,High,Bhavnagar
Paper,Cardboard,High,No,Medium,Bhavnagar
Organic,Food Waste,Low,Yes,Medium,Vadodara
Paper,Newspaper,High,Yes,Low,Jamnagar
Metal,Aluminium,Low,No,Low,Bhavnagar
E-Waste,Battery,Medium,Yes,High,Vadodara
Plastic,HDPE,Medium,No,Medium,Vadodara
Plastic,PET,Medium,Yes,Low,Gandhinagar
Plastic,PET,High,Yes,Medium,Ahmedabad
Plastic,HDPE,Low,No,Low,Bhavnagar
Plastic,HDPE,Low,No,High,Jamnagar
Plastic,PET,Medium,Yes,Medium,Rajkot
E-Waste,Battery,High,No,Low,Bhavnagar
E-Waste,Wires,High,No,Low,Ahmedabad
Paper,Office Paper,Low,No,Low,Jamnagar
Plastic,PET,Low,No,Low,Bhavnagar
Organic,Biodegradable,High,Yes,Low,Surat
Metal,Iron,High,No,High,Gandhinagar
Paper,Cardboard,Medium,Yes,High,Gandhinagar
Metal,Aluminium,Low,No,Low,Ahmedabad
Organic,Biodegradable,Low,Yes,Low,Jamnagar
Metal,Aluminium,High,Yes,Low,Bhavnagar
Organic,Garden Waste,High,No,Low,Jamnagar
Metal,Steel,Medium,No,Low,Bhavnagar
Metal,Steel,High,No,Medium,Rajkot
E-Waste,Circuit Board,Low,No,Medium,Gandhinagar
Paper,Office Paper,Medium,No,High,Gandhinagar
Paper,Newspaper,Medium,No,Low,Jamnagar
Paper,Office Paper,Medium,No,High,Ahmedabad
E-Waste,Wires,High,No,High,Gandhinagar
Metal,Iron,High,No,High,Gandhinagar
Plastic,PVC,Low,Yes,High,Surat
Metal,Aluminium,Low,Yes,Medium,Gandhinagar
Paper,Cardboard,Low,No,Medium,Jamnagar
Metal,Steel,High,No,Low,Ahmedabad
Metal,Iron,High,Yes,Low,Bhavnagar
Plastic,PET,Medium,Yes,Low,Ahmedabad
Plastic,HDPE,Medium,No,Low,Bhavnagar
Metal,Aluminium,High,Yes,Medium,Ahmedabad
Plastic,PVC,Medium,No,High,Jamnagar
Organic,Biodegradable,Medium,Yes,High,Jamnagar
Plastic,PET,Low,No,Low,Ahmedabad
Organic,Food Waste,Low,Yes,Low,Vadodara
Plastic,PET,High,No,Medium,Vadodara
Metal,Steel,Medium,No,Medium,Vadodara
Organic,Biodegradable,Medium,No,Medium,Gandhinagar
Metal,Aluminium,Low,No,High,Vadodara
Metal,Aluminium,High,Yes,Medium,Surat
Plastic,HDPE,Medium,No,High,Bhavnagar
Plastic,PVC,High,Yes,Medium,Rajkot
Metal,Iron,High,No,Medium,Vadodara
E-Waste,Wires,Low,No,Medium,Gandhinagar
Organic,Biodegradable,Low,Yes,Medium,Surat
E-Waste,Wires,High,Yes,Low,Gandhinagar
Paper,Office Paper,Low,Yes,Low,Rajkot
Paper,Office Paper,Low,No,Medium,Surat
Paper,Office Paper,High,No,High,Bhavnagar
Metal,Aluminium,Low,Yes,High,Ahmedabad
Organic,Garden Waste,Medium,Yes,High,Rajkot
Plastic,HDPE,Low,Yes,High,Ahmedabad
Paper,Office Paper,Low,No,Low,Surat
E-Waste,Circuit Board,Low,Yes,Low,Jamnagar
Plastic,PET,Low,Yes,High,Gandhinagar
Organic,Garden Waste,High,Yes,Low,Ahmedabad
Metal,Aluminium,Medium,Yes,Medium,Rajkot
Organic,Biodegradable,High,Yes,Medium,Surat
Paper,Office Paper,High,No,Medium,Vadodara
E-Waste,Battery,High,No,High,Ahmedabad
E-Waste,Battery,Low,Yes,Medium,Vadodara
E-Waste,Wires,Medium,No,High,Vadodara
Metal,Iron,High,Yes,Low,Bhavnagar
Paper,Cardboard,High,Yes,Medium,Rajkot
E-Waste,Battery,Medium,Yes,Low,Rajkot
Organic,Biodegradable,Medium,Yes,High,Jamnagar
Metal,Iron,High,Yes,Low,Vadodara
Metal,Iron,High,Yes,Low,Surat
E-Waste,Wires,Low,Yes,Medium,Surat
Organic,Garden Waste,Medium,Yes,Medium,Surat
E-Waste,Circuit Board,Low,No,Low,Vadodara
Metal,Aluminium,Medium,Yes,High,Vadodara
Plastic,PET,Medium,Yes,Low,Surat
Metal,Steel,High,Yes,Low,Ahmedabad
Metal,Iron,Low,Yes,High,Ahmedabad
Metal,Iron,Medium,Yes,High,Gandhinagar
Plastic,PET,Medium,No,High,Jamnagar
Paper,Newspaper,Medium,Yes,Low,Surat
Paper,Newspaper,Medium,No,Medium,Bhavnagar
E-Waste,Circuit Board,Low,No,Low,Rajkot
Metal,Iron,Low,No,Low,Bhavnagar
E-Waste,Wires,High,Yes,High,Rajkot
Organic,Biodegradable,Low,No,High,Ahmedabad
E-Waste,Battery,Low,No,Medium,Surat
Metal,Aluminium,High,Yes,High,Rajkot
Plastic,PET,High,No,Low,Surat
Plastic,HDPE,Low,No,High,Gandhinagar
Metal,Steel,Medium,No,Medium,Vadodara
Paper,Cardboard,Medium,Yes,Medium,Rajkot
E-Waste,Circuit Board,Medium,No,Low,Rajkot
Metal,Aluminium,High,No,Low,Ahmedabad
Organic,Biodegradable,Low,Yes,Medium,Jamnagar
Paper,Office Paper,High,No,Medium,Vadodara
E-Waste,Wires,Low,Yes,Low,Surat
E-Waste,Battery,Medium,Yes,Medium,Ahmedabad
E-Waste,Battery,High,Yes,Low,Vadodara
Organic,Garden Waste,Medium,Yes,Medium,Vadodara
Organic,Biodegradable,High,Yes,Medium,Gandhinagar
Plastic,HDPE,High,Yes,Medium,Bhavnagar
Plastic,PET,Low,Yes,High,Jamnagar
Paper,Newspaper,High,Yes,Medium,Ahmedabad
Plastic,PET,Medium,No,High,Gandhinagar
Organic,Food Waste,Low,No,High,Gandhinagar
Plastic,PVC,Low,No,High,Vadodara
Plastic,PVC,Medium,Yes,Medium,Ahmedabad
Metal,Iron,High,Yes,Medium,Rajkot
E-Waste,Wires,Low,No,Low,Ahmedabad
E-Waste,Circuit Board,Low,No,Medium,Surat
E-Waste,Battery,Low,Yes,Medium,Gandhinagar
Metal,Aluminium,High,Yes,High,Ahmedabad
Organic,Biodegradable,High,No,Low,Ahmedabad
Paper,Newspaper,Low,Yes,High,Surat
Plastic,PET,Medium,No,Medium,Gandhinagar
Metal,Steel,High,No,High,Rajkot
